"Issue";"Milestone";"Labels";"Release Note";"No Change";"Laatste Comment"
"#81";"Inhoudelijke issues Release 5.1";"NLCS Basis | OG-ondergrond | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Betreft dit enkel een database aanpassing? In de tooling zie ik niks vreemds."
"#82";"Inhoudelijke issues Release 5.1";"NLCS Basis | KL kabels en leidingen | Vastgesteld-in-EC";"";"";"Dit betrof een fout in de sql database, de mantelbuizen zijn op vervallen gezet, zie ook #87"
"#83";"Inhoudelijke issues Release 5.1";"GW-grondwerk | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Eigenschappen NIETBAGGERVAK mogen gelijk zijn aan BAGGERVAK.
Alles CONTINUOUS en de vervallen op V-CONTINUOUS-SO"
"#84";"Inhoudelijke issues Release 5.1";"Lijnen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"87 AL-WATERLIJN-SO,
Lijnstyle is bedoeld voor ‘waterlijn in doorsnede’, wat een conflict geeft met de issue #18. Als dit verholpen is, moet dit lijntype toegekend worden alle alle WATERLIJNEN in GD presentatie. Aanvullend moet dit lijntype worden aangepast naar de hoofdgroep GW.
In hoofdgroep OB zou deze mogen komen te vervallen?
Hoofdgroep WH mag in zijn geheel weg?

171 KG-GVVERKOOP-SO
OBJECT GRONDVERWERKING_VERKOOP is nog wel aanwezig. Zou dus toegekend kunnen worden.

172 V-KG-GVVERKOOP-SO
OBJECT GRONDVERWERKING_VERKOOP is nog wel aanwezig. Zou dus toegekend kunnen worden.

325 RI-DRAINAGE_AANSLUITLEIDING-SO
OBJECT DRAINAGE_KOLKAANSLUITLEIDING en DRAINAGE_PERCEELAANSLUITLEIDING bestaand nog wel, lijntype dient toegekend te worden.
326 V-RI-DRAINAGE_AANSLUITLEIDING-SO
OBJECT DRAINAGE_KOLKAANSLUITLEIDING en DRAINAGE_PERCEELAANSLUITLEIDING bestaand nog wel, lijntype dient toegekend te worden.

381 RI-AANSLUITLEIDING-SO
Lijkt vervangen te zijn door alle ‘losse’ lijntypes voor diverse aansluitleidingen.
Kan eventueel benut worden voor de drainagepresentatie waar deze nog ontbreken?
382 V-RI-AANSLUITLEIDING-SO
Lijkt vervangen te zijn door alle ‘losse’ lijntypes voor diverse aansluitleidingen.
Kan eventueel benut worden voor de drainagepresentatie waar deze nog ontbreken?

386 RI-SWA-SO
Type stelsel bestaat niet meer en kan komen te vervallen.

387 V-RI-SWA-SO
Type stelsel bestaat niet meer en kan komen te vervallen.

388 RI-SWA_AANSLUITLEIDING-SO
Type stelsel bestaat niet meer en kan komen te vervallen.

389 V-RI-SWA_AANSLUITLEIDING-SO
Type stelsel bestaat niet meer en kan komen te vervallen.

599 V-AL-WATERLIJN-SO
Zie ook bovenstaand. Herschikken en behouden?"
"#85";"Inhoudelijke issues Release 5.1";"GR-Groen-inclusief-bomen | Lijnen | ZZ_voor alle hoofdgroepen | KL kabels en leidingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Zie ook #6 

Aanvullend zijn:
747 V-KL-BUNDEL-SO""
Deze staat wel in de LIN file.
Database nalopen op juiste toepassing.

744 V-GR-HAAG-SO >> Zou V-GR-HAAG1-SO moeten zijn

*V-GR-HAAG1-SO,744
A,3,[VERWIJDEREN2,NLCS.shx,s=1],3,[HAAG1,NLCS.shx,s=0.125],-2"
"#86";"Inhoudelijke issues Release 5.1";"GW-grondwerk | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"deze issue blijft gesloten, ik open een nieuwe issue #468  om deze vraag te stellen voor een nieuwe versie van NLCS"
"#87";"Inhoudelijke issues Release 5.1";"Symbolen | Vastgesteld-in-EC | dynamische symbolen | Opgenomen in voorstel 5.1 (MHT)";"";"";"@MvanderHulst check alle symbolen waar het woord mantelbuis in voorkomt verwijderen, dan 4x:

V-SKL-WTB_HULP_LINT_ANODE_MANTELBUIS-SO
SOV-MANTELBUIS
V-SOV-MANTELBUIS
SKL-WTB_HULP_LINT_ANODE_MANTELBUIS-SO"
"#88";"Inhoudelijke issues Release 5.1";"Lijnen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"ik check dit in de database"
"#90";"Inhoudelijke issues Release 5.1";"VH - verhardingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Dit is een trottoirband 130/150x250 mm
Naam aanpassen naar 130 150x250
Algmeen voorstel is om deze symbolen te laten vervallen
Zie ook issue #61"
"#91";"Inhoudelijke issues Release 5.1";"BGT | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Zie ook issue #78 en #14 en #16 
Hiermee zijn alle problemen verholpen."
"#92";"Inhoudelijke issues Release 5.1";"NLCS Basis | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Reeds behandeld, aanpassing is bovenstaand vermeld."
"#93";"Inhoudelijke issues Release 5.1";"documentation | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"done"
"#94";"Inhoudelijke issues Release 5.1";"NLCS Basis | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Voor:
Volledig nutteloze hoofdgroep. in zijin geheel onderbrengen onder 'IE'.
een nieuwe issue aangemaakt voor een volgende versie.

voor:
OVERIG is overal logisch toegepast, OVERIGMATERIAAL komt in alle Constructies hoofdgroepen terug. voor alsnog denk ik prima tot alle constructie hoofdgroepen in zijn geheel worden herzien.
is reeds een andere issue aanwezig.

voor:
onder MEUBLIAIR staat nu WATERMEUBILAIR en WEGMEUBLIAIR. het OBJECT Meubilair zou m.i. kunnen vervallen en het verschil maken tussen WEGMEUBILAIR en WATERMEUBILAIR. Onderscheid tussen 2 is voldoende, 3 is overbodig en tevens niet consequent. Is het onderscheid uberhaupt nodig en is MEUBILAIR niet voldoende?
is ook een andere issue aanwezig.

overige zaken opgenomen in voorstel"
"#95";"Inhoudelijke issues Release 5.1";"NLCS Basis | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"FB gecheckt dit stond inderdaad in de samenvattingstabel met kleuren van elementen, verder zie ik het gelukkig nergens"
"#96";"Inhoudelijke issues Release 5.1";"documentation | duplicate | Bespreken EC | Controversieel";"";"";"Deze issue sluit ik af, wegens DUBBEL met #380"
"#97";"Inhoudelijke issues Release 5.1";"BGT | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Wanneer ik een 'InfraCAD' map download maak. krijg ik onderstaande kleuren.
Daarop nog een paar aanpassingen gedaan voor 'OPENVERHARDING'

![image](https://github.com/nl-digigo/NLCS/assets/144665595/560daa18-bef3-48a9-b7c6-874772a84dde)"
"#103";"Inhoudelijke issues Release 5.1";"NLCS Basis | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Voorstel:
KG-GRONDVERWERVING_OPSTALLEN vervangen voor
KG-KADASTRAAL_OPSTAL"
"#104";"Inhoudelijke issues Release 5.1";"NLCS Basis | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Check, de drie grenzen blijven in de database staan"
"#105";"Inhoudelijke issues Release 5.1";"VH - verhardingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Algemeen:
Er bestaat:
VH-KANTOPSLUITING_ELEMENT_INRIT_PERRONBAND
VH-KANTOPSLUITING_ELEMENT_INRITBAND
VH-KANTOPSLUITING_INRITBAND

Zeer inconsequent.
Opties:
- inritbanden onderbrengen onder de bijbehorende kantopsluitingen
- het OBJECT INRITBAND vullen.

Het OBJECT ELEMENT is zeer onlogisch en niet toepasbaar. alle varianten zijn altijd onderdeel van een hogere noemene.
Het OBJECT ELEMENT kan niet als OBJECT bestaan, maar zal altijd minimaal een SUBOBJECT moeten zijn.

Voorstel inritbanden (volgens huidige bibliotheek)
[inritbanden.xlsx](https://github.com/nl-digigo/NLCS/files/14979681/inritbanden.xlsx)

Hiervoor geldt wel weer...
willen we dit beheren? Of stoppen we bij het beschikbaarstellen van het OBJECT?"
"#106";"Inhoudelijke issues Release 5.1";"RI_riolering-en-GWSW | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Symbool gecorrigeerd:
![image](https://github.com/nl-digigo/NLCS/assets/144665595/4ff3e0ab-b661-4f15-8e2e-66e4260276d7)"
"#107";"Inhoudelijke issues Release 5.1";"documentation | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"beetje dûh niveau allemaal, wat mij betreft zou die hele paragraaf ook weg kunnen"
"#108";"Inhoudelijke issues Release 5.1";"documentation | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"@NielsNederpel vandaag dit even kort met Elisabeth en Sander besproken.
De hele omgang met 'teksten' in de FB is totaal niet logisch en consequent.
Hiervoor gaan we een nieuwe issue aanmaken.

Wel waren we het er over eens dat het zeker niet gewenst is om alle symbolen dubbel uit te gaan voeren. daarvoor moet inderdaad een uitzonder komen."
"#122";"Inhoudelijke issues Release 5.1";"documentation | Vastgesteld-in-EC | CAD-elementen";"";"";"Ik heb issue #459 aangemaakt zodat we dit in de expertcommissie goed kunnen bespreken in de aanloop naar een volgende publicatie."
"#123";"Inhoudelijke issues Release 5.1";"RI_riolering-en-GWSW | Symbolen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Hernoemen volgende symbolen:
V-SRI-PUT_VWA_KUNSTSTOF-SO
V-SRI-PUT_VWA-SO
SRI-PUT_VWA_KUNSTSTOF-SO
SRI-PUT_VWA-SO
B-SRI-PUT_VWA_KUNSTSTOF-SO
B-SRI-PUT_VWA-SO

naar:
V-SRI-PUT_DWA_KUNSTSTOF-SO
V-SRI-PUT_DWA-SO
SRI-PUT_DWA_KUNSTSTOF-SO
SRI-PUT_DWA-SO
B-SRI-PUT_DWA_KUNSTSTOF-SO
B-SRI-PUT_DWA-SO"
"#124";"Inhoudelijke issues Release 5.1";"BOMOS";"";"";"heb ik verwerkt in het [Protocol afhandelen gebruikerswensen](https://nl-digigo.github.io/NLCS/protocolissues)"
"#125";"Inhoudelijke issues Release 5.1";"Bespreken EC | VRI";"";"";"Heb dit met alle comments verwerkt. Verwacht nog wel wat feedback op de concept-publicatie, maar zo kunnen we goed vooruit."
"#126";"Inhoudelijke issues Release 5.1";"documentation";"";"";"Beide heb ik aangepast en verwerkt"
"#127";"Inhoudelijke issues Release 5.1";"documentation | BOMOS";"";"";""
"#128";"Inhoudelijke issues Release 5.1";"RI_riolering-en-GWSW | VH - verhardingen | VW Verkeersmaatregelen Weg | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"voor inritblokken bestaat nu issue #440"
"#129";"Inhoudelijke issues Release 5.1";"Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Graag het voorstel voor terreinafscheiding bespreken in EC."
"#130";"Inhoudelijke issues Release 5.1";"GR-Groen-inclusief-bomen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"graag het voorstel beplanting bespreken in EC."
"#131";"Inhoudelijke issues Release 5.1";"RI_riolering-en-GWSW | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Gesloten ivm dubbel 58"
"#132";"Inhoudelijke issues Release 5.1";"duplicate | BGT | Symbolen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Zie ook issue #16 , deze is ondertussen doorontwikkeld en actueel, inclusief aanvullende issues."
"#133";"Inhoudelijke issues Release 5.1";"documentation | Symbolen | Vastgesteld-in-EC";"";"";"Idd geen actie, documentatie is gemaakt: 

in de [beheerhandleiding](https://nl-digigo.github.io/NLCS/managementmanual/#symbolen)
En de link naar de actuele symbolen staat in de [Readme](https://github.com/nl-digigo/NLCS/blob/main/README.md)"
"#134";"Inhoudelijke issues Release 5.1";"documentation | publicatie";"";"";"deze bestanden kunnen door een expert worden aangemaakt en met query's worden opgevraagd uit de database. Er is geen script nodig."
"#135";"Inhoudelijke issues Release 5.1";"documentation | publicatie";"";"";"dit is helemaal top"
"#140";"Inhoudelijke issues Release 5.1";"documentation | BGT | Vastgesteld-in-EC";"";"";"Dan laat ik dit in het archief, en verwerk dit niet in de documentatie"
"#141";"Inhoudelijke issues Release 5.1";"documentation | BGT | Vastgesteld-in-EC";"";"";"Straatnamen en huisnummers zijn niet in de mapping opgenomen, dit zijn ook geen geo-objecten maar teksten die niet te mappen zijn, omdat ze in de bgt geen label hebben > zouden allemaal op een algemene tekstlaag kunnen komen maardat hoeft niet in de mappingstabel geregeld. Ik sluit deze issue af."
"#151";"Inhoudelijke issues Release 5.1";"documentation | Vastgesteld-in-EC";"";"";"Toevoeging uitleg over het controleren van tekeningen in de FB:

Om te controleren of een tekening voldoet aan NLCS, hebben NLCS-leveranciers tooling beschikbaar. Die controleert op het gebruik van de juiste laagnamen, kleuren, lijnstijlen, lijndiktes, arceringen en symbolen. En geeft waarschuwingen als er afwijkingen of aanvullingen op de standaard zijn ontstaan. Als een opdrachtnemer een tekening conform NLCS aanlevert, kun u daarbij vragen om deze controle. Dan kunt u zien in hoeverre en voldaan wordt aan de standaard. 

NLCS biedt wel vrijheid om objecten anders te tekenen, vooral als dit de leesbaarheid van de tekening ten goede komt. Een afwijking is daarom niet altijd erg. 

NLCS regelt niet wat er op specifieke tekeningen moet komen. Een schetsontwerp vraagt een heel ander detailniveau dan een uitvoeringsontwerp. Als u wilt, dat specifieke objecten op de tekening staan of u bepaalde details wilt zien, dan moet u hier zelf om vragen."
"#162";"Inhoudelijke issues Release 5.1";"Vastgesteld-in-EC";"";"";"![NLCS architectuur](https://github.com/nl-digigo/NLCS/assets/48585720/9edca967-c0eb-4b3d-a10c-a4adc2acf902)"
"#163";"Inhoudelijke issues Release 5.1";"minor fix | BGT | Vastgesteld-in-EC";"";"";"spelfout wel aangepast"
"#164";"Inhoudelijke issues Release 5.1";"IE-inrichtingselementen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"@NielsNederpel wat mij betreft is dat ook helemaal niet nodig.
Er staat of hangt 'iets'... of het nu voor een water of weggebruiker is bedoeld vindt ik niet heel relevant om in de laagnaam terug te vinden."
"#165";"Inhoudelijke issues Release 5.1";"AL - Algemeen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Controle en correct bevonden:

*AL-TEKENBLADGRENS-SO,8
A,5,-1.5,1,-1.5,1,-1.5"
"#166";"Inhoudelijke issues Release 5.1";"GW-grondwerk | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"ZAND
ZAND voor ZANDBED
DRAINEERZAND (drain of drainagezand bestaat formeel ook niet)
TEELGROND is de CROW term, TEELAARDE bestaat niet
GROND, reguliere zwarte grond.

zie ook issue #71 voor uitwerking van omgang met 'grond'"
"#167";"Inhoudelijke issues Release 5.1";"Arceringen | GW-grondwerk | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"zie ook issue #71 voor uitwerking van omgang met 'grond'"
"#168";"Inhoudelijke issues Release 5.1";"GR-Groen-inclusief-bomen | GW-grondwerk | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"zie ook issue #71 voor uitwerking van omgang met 'grond'
Voorstel is om ook BOMENZAND en BOMENGROND naar hoofdgroep GW te verplaatsen, waar het thuis hoort."
"#169";"Inhoudelijke issues Release 5.1";"VH - verhardingen | Arceringen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"De standaard NLCS kent enkel de SOD arceringen.
Alle arceringen SO zijn extra aanvullingen vanuit Arkance in InfraCAD.
Wel is binnen NLCS dit verschil te zien in naamgeving:
![image](https://github.com/nl-digigo/NLCS/assets/144665595/00be7ec5-47e9-4367-85f6-563a8e8f9aa5)

Voorstel is om dit aan te passen naar GRANULAAT, dat is tenslotte ook waar een gebruiker naar gaat zoeken en niet naar 'GRAN'.
Ongeacht de keuze, moet ARKANCE zijn extra bibliotheek hier op controleren.

Aanvullend:
De arceringen GRAN_MENG_01 en GRAN_MENG_02 zijn zeer slecht zichtbaar.
Hiervoor graag de bestaande patronen van FUNDERING_01 en FUNDERING_02  voor toepassen en de deze 2 algemene arceringen laten vervallen."
"#170";"Inhoudelijke issues Release 5.1";"VH - verhardingen | Arceringen | GW-grondwerk | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Voor deze discussie schaar ik mij zeer sterk achter alle wettelijke verplichtingen binnen de 'Milieu/Bodem' wereld en aanvullend de RAW systematiek.
Binnen de GWW is het ZEER gebruikelijk dat ZAND wordt bestempeld als 'GRONDWERK' en niet als FUNDERING.

voor bodembemonstering is zand/klei/grond allemaal dezelfde behandeling.
Voor FUNDERINGSMATERIAAL, lees: potentieel asbestverdacht gelden andere normen.

Ook in een bestek staat het leveren, aanbrengen en verwerken van ZAND onder grondwerk, waarbij zand-voor-zandbed de functie 'grondverbetering' krijgt, wat vaak wordt beschreven als 'fundering'.

Aanbrengen van funderingsmateriaal is ook in de RAW-systematiek een hele andere opgave met andere regels.

dus ja.
ZAND hoort in de hoofdgroep GRONDWERK
Fudneringen staat prima onder verhardingen.

Als we kijken naar de smaken in ZAND, kloppen deze ook niet.
De soorten die bestaan zijn: zie ook issue #166 

- ZAND
- ZAND voor ZANDBED
- DRAINEERZAND (drain of drainagezand bestaat formeel ook niet)"
"#171";"Inhoudelijke issues Release 5.1";"Arceringen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Bekend probleem, hebben wij lokaal opgelost.
Probleem zit in de volgende objecten;
FUNDERING
FUNDERING_BIMS
FUNDERING_EPS
FUNDERING_GRANULAAT
FUNDERING_GRANULAAT_BETON
FUNDERING_GRANULAAT_MENG
FUNDERING_GRANULAAT_MENG_HYDRAULISCH
FUNDERING_SCHUIMBETON
FUNDERING_SLAKKEN
FUNDERING_SLAKKEN_AVI
FUNDERING_SLAKKEN_HOOGOVEN
FUNDERING_ZAND
FUNDERING_ZANDCEMENTSTABILISATIE
HERSTRATEN
KANTOPSLUITING
KANTOPSLUITING_LEICONBLOK
OPENVERHARDING_TEGEL_ZINLOOS GEWELD TEGEL
VERHARDING
VERHARDING_GLAS
VERHARDING_HALFOPEN
VERHARDING_OVERIG
KNIPLIJN

Aanvullend heeft Arkance dit ook in de Extra bibliotheek zitten bij een aantal OBJECTEN
Arkance, graag even nalopen!"
"#172";"Inhoudelijke issues Release 5.1";"GR-Groen-inclusief-bomen | OG-ondergrond | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Neen, niet logisch.
Je ontwerp GROEN, als bomen, struik, gras e.d. zaken die je kan bestellen.
HONDENTOILET is een resultantie, een functie van een gebied. dat mag in OG geplaatst worden.

Vaak is een 'hondentoilet' een samenstelling uit verschillende kantopsluitingen, met daartussen zand.

OBJECTEN en FUNCTIES niet door elkaar laten lopen."
"#173";"Inhoudelijke issues Release 5.1";"GR-Groen-inclusief-bomen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Voorstel:
De lijn MAAIVELD wordt enkel gebruikt bij het tekenen van dwarsprofielen.
Hierbij is het een tekentechnisch onderdeel van het grondwerk.
Indelen in GW en verwijderen uit GR.

Let op!
Presentatie van MAAIVELD heeft een conflict met de tot nu toe afgedwongen presentatie van GD lagen.
dit goed controleren bij alle aanpassingen.
Zie ook issue. #18"
"#174";"Inhoudelijke issues Release 5.1";"GR-Groen-inclusief-bomen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"![image](https://github.com/nl-digigo/NLCS/assets/144665595/d970882a-2eed-4a32-8d52-c639b0e12d06)"
"#175";"Inhoudelijke issues Release 5.1";"GR-Groen-inclusief-bomen | Arceringen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Voorstel:
![image](https://github.com/nl-digigo/NLCS/assets/144665595/2c0bfe4a-b323-4ca5-a56d-9596d708cd09)

Is een funderingssoort. dus onder VH-Fundering onderbrengen.

*AGR-BOMENGRANULAAT-SO,bomengranulaat
000.00000,0.25,0.75,4.00000,2.00000,1.00000,-9.00000
018.43495,0.75,-1.25,4.42719,0.63246,1.58114,-30.04164
071.56505,0.25,0.75,0.00000,-3.16228,1.58114,-1.58114
090.00000,0.75,-1.25,4.00000,2.00000,1.00000,-9.00000
108.43495,1.25,0.75,4.42719,0.63246,1.58114,-30.04164
161.56505,-0.75,0.25,0.00000,-3.16228,1.58114,-1.58114
180.00000,-0.25,-0.75,4.00000,2.00000,1.00000,-9.00000
198.43495,-0.75,1.25,4.42719,0.63246,1.58114,-30.04164
270.00000,-0.75,1.25,4.00000,2.00000,1.00000,-9.00000
288.43495,-1.25,-0.75,4.42719,0.63246,1.58114,-30.04164"
"#176";"Inhoudelijke issues Release 5.1";"documentation | Informatiemodel | RI_riolering-en-GWSW | Lijnen | VH - verhardingen | eisen aan NLCS applicaties | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"EC 6-6-2024: de beschrijving van de werkwijze met variant lijnstijlen uit 5.0 is niet of nauwelijks overgenomen in de software; het maakt de implementatie van de standaard in de software moeilijker; besproken is: terug naar de basis, in de database staat één type lijnstijl per object, that’s it. Daarbij wel de formele beschrijving aanpassen, duidelijk maken dat het is toegestaan om op een tekening van lijnstijl te wisselen als dit nodig is voor een beter leesbare tekening."
"#183";"Inhoudelijke issues Release 5.1";"Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Cf. NEN-EN-ISO 5457:1999: Het kader voor de tekenruimte wordt gevormd door doorlopende lijnen met een dikte van 0,7 mm ."
"#197";"Inhoudelijke issues Release 5.1";"documentation | RI_riolering-en-GWSW | Vastgesteld-in-EC";"";"";"is op deze locatie beschreven: https://nl-digigo.github.io/NLCS/ontologyalignments/#gwsw-nlcs"
"#199";"Inhoudelijke issues Release 5.1";"BOMOS";"";"";"opgenomen in releaseprotocol: 

# Inleiding

## Doel documentatie
Dit document beschrijft het releaseprotocol van de <abbr title=""Nederlandse CAD-standaard"">NLCS</abbr>.

## Releaseprotocol

### Voorbereiding
Voorafgaand aan een release wordt deze in GitHub opgenomen als [Milestone](https://github.com/nl-digigo/NLCS/milestones). De issues die in de release worden afgehandeld, worden gekoppeld aan deze milestone.

### Afhandeling issues
De geselecteerde issues worden één voor één beoordeeld door de expertcommissie. Bij fundamentele beslissingen wordt de keuze voorgelegd aan de beheercommissie. Vervolgens wordt de issue afgehandeld, met de uitwerking klaar in de beheeromgeving voor de release van een concept-publicatie.

Issues worden afgehandeld volgens [dit protocol](https://github.com/nl-digigo/NLCS/blob/main/instructies/RASCI%20Github%20issues%20NLCS.pdf).

### Publicatie concept
Na de afhandeling van issues wordt het concept van de release gepubliceerd.

### Openbare consultatie
Een openbare consultatie wordt gehouden om feedback te verzamelen van belanghebbenden.

### Test-implementatie softwareleveranciers
Vóór de definitieve publicatie wordt samen met de leveranciers getest, inclusief compatibiliteit met tekeningen van de twee eerdere versies die vanaf dat moment worden ondersteund.

### Verwerken issues
Eventuele nieuwe issues die tijdens de testfase naar voren komen, worden verwerkt.

### Definitieve publicatie
Na succesvolle tests en verwerking van issues wordt de definitieve versie gepubliceerd.

### Implementatieperiode
Er volgt een implementatieperiode waarin CAD softwareleveranciers zich voorbereiden op de overgang naar de nieuwe versie.

### Officiële release
Op het vastgestelde moment van officiële release kunnen eindgebruikers van CAD-software aan de slag met de nieuwe versie van de standaard."
"#208";"Inhoudelijke issues Release 5.1";"ZZ_voor alle hoofdgroepen | AL - Algemeen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Helemaal mee eens.
zie ook #384"
"#211";"Inhoudelijke issues Release 5.1";"documentation | 3D softwaretemplates";"";"";"dit wordt meegenomen in een poging om tot een digideal te komen, samen met de bim basis infra. Wordt vervolgd, maar niet in deze issue"
"#212";"Inhoudelijke issues Release 5.1";"documentation | 3D softwaretemplates";"";"";"dit wordt meegenomen in een poging om tot een digideal te komen, samen met de bim basis infra. Wordt vervolgd, maar niet in deze issue"
"#234";"Inhoudelijke issues Release 5.1";"GR-Groen-inclusief-bomen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Nieuwe blocks:
![image](https://github.com/nl-digigo/NLCS/assets/144665595/1e705abc-5001-467f-96ab-40fd10216a0d)

SGR-BEPLANTING_SOORT_01-SO
SGR-GROND-SO
SGR-GROND_KL-SO
V-SGR-BEPLANTING_SOORT_01-SO
V-SGR-GROND-SO
V-SGR-GROND_KL-SO

ALGEMEEN:
Het valt mij op dat alle GR symbolen daadwerkelijke arceringen in zich hebben.
VH symbolen zijn allemaal losse lijnen... waarom dit verschil?"
"#236";"Inhoudelijke issues Release 5.1";"Symbolen | Vastgesteld-in-EC";"";"";"Als een symbool in de database is gekoppeld aan een object, erven de onderliggende objecten ook dit symbool. In die zin gaat het dus goed, als het symbool juist in een hogere laag is toegevoegd. 

Als het inderdaad zo is dat de toevoeging G, S of A in het informatieveld ELEMENT geen verbod inhoudt om de andere elementen te gebruiken dan heeft deze aanduiding in de database inderdaad geen toegevoegde waarde.  Dit wil ik wel checken voor ik het element volledig weghaal uit de database > even een aparte issue gemaakt #455"
"#239";"Inhoudelijke issues Release 5.1";"documentation | status&bewerking | Vastgesteld-in-EC";"";"";"@ElisabethKloren de tekst is te specifiek gemaakt.
Voldoende is:
Het object op de ingemeten locatie nadat het werk is uitgevoerd.

Voor 'puntobjecten', bomen, palen, lichtmasten e.d. worden afmetingen allemaal niet vastgelegd in een R-meting."
"#242";"Inhoudelijke issues Release 5.1";"documentation | kleuren | Vastgesteld-in-EC";"";"";"tekst opgenomen in de fb"
"#246";"Inhoudelijke issues Release 5.1";"minor fix | GW-grondwerk | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"hmm niet helemaal...wij brengen verticaal ook wel wortelschermen van folie aan...dan vind ik t niet echt onderdeel van je verhardingsconstructie al wordt deze vaak wel ""met"" deze werkzaamheden mee aangebracht in de sleuf...maar in iedergeval prima als er ""iets"" voor in de standaard komt want nu ontbreekt t geheel...:)"
"#250";"Inhoudelijke issues Release 5.1";"duplicate | GR-Groen-inclusief-bomen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Zie issue #234 Zie ook het beplantingssymbool bij."
"#253";"Inhoudelijke issues Release 5.1";"NLCS Basis | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"@NielsNederpel de verhardingensymbolen zijn inderdaad ook onder handen genomen.
Hier is een andere issue voor aanwezig. :-)"
