"Issue";"Milestone";"Labels";"Release Note";"No Change";"Laatste Comment"
"#651";"Inhoudelijke issues release 5.2";"Arceringen | KG - Kadastrale informatie en grenzen";"[[Release note]] In NLCS 5.0 stonden 33 arceringen met een te lange naam, hiervoor kent AutoCAD een maximum lengte van 31 karakters. De naam van deze arceringen is gewijzigd in release 5.2.";"";""
"#675";"Inhoudelijke issues release 5.2";"OG-ondergrond";"[[Release note]] Het object OG-BEBOUWING had een lineweight voor B van 0.35 en N voor 0.25; in lijn met de onderliggende objecten is dit gecorrigeerd met een bestaande lijndikte 0.18";"";""
"#828";"Inhoudelijke issues release 5.2";"publicatie";"";"";""
"#833";"Inhoudelijke issues release 5.2";"Symbolen | Arceringen";"";"";"TC 28 mei 2026: VS mag komen te vervallen. Wordt niet meer gebruikt. Overige voorstellen akkoord"
"#834";"Inhoudelijke issues release 5.2";"disciplines";"";"";"Reopen voor selectie 5.2 publicatie"
"#835";"Inhoudelijke issues release 5.2";"AL - Algemeen";"";"";"reopen voor gesprek met expertcommissie"
"#839";"Inhoudelijke issues release 5.2";"publicatie";"";"";"Technische commissie 28 mei 2026: De twee wijzigingen, #95 en #416 zijn geaccepteerd voor de 5.2 release."
"#840";"Inhoudelijke issues release 5.2";"publicatie";"";"";""
"#841";"Inhoudelijke issues release 5.2";"AM assen en metrering";"";"";"@ElisabethDeVries 
De kleur van AS_FIETSPAD_RECHT dient nog aangepast te worden naar kleur 40."
"#842";"Inhoudelijke issues release 5.2";"BC betonconstructies";"";"";"> [@ElisabethDeVries](https://github.com/ElisabethDeVries) de regel VOORSPANNING mag ook ingevuld worden met de symboolfilter zoals deze stond. In het voorstel is deze leeg gehaald wat niet hoeft.

aangepast"
"#843";"Inhoudelijke issues release 5.2";"BGT";"";"";"Eens met Michel. Ook met het oog op uitbreiding naar objectgericht tekenen is het splitsen een must."
"#844";"Inhoudelijke issues release 5.2";"BV bermbeveiligingsvoorziening";"";"";"> In die dat in deze 2e herziening een poging is gedaan om de symbolen specifieker toe te wijzen aan de objecten. Echter zitten in dit hoofdstuk veel 'fouten' in laagnamen, zodat de mapping naar de juiste objecten niet mogelijk is zonder veel objecten te hernoemen.
> 
> Daarnaast zitten er inhoudelijk ook vreemde keuzes in de opbouw van de objectenstructuur.
> 
> Advies is om voor versie 5.2 enkel de ontbrekende statusvelden te vullen en voor versie 6.0 deze hoofdgroep volledig te herzien. Waarbij zowel de objectenstructuur áls alle symboolnamen herzien en afgestemd dienen te worden.

verwerkt in voorstel, aantal aanpassingen teruggeschroefd"
"#845";"Inhoudelijke issues release 5.2";"AL - Algemeen";"[[Release note]] In de hoofdgroep ALgemeen heeft het object TEKENBLAD_KADER_CENTERMARKERING een lijndikte gekregen van 0.70, waar dat in NLCS 5.0 nog 0.25 was. Dit is in lijn met NEN-EN-ISO 5457:1999 en NEN-EN-ISO 5457:1999/A1:2010.";"";""
"#847";"Inhoudelijke issues release 5.2";"RI_riolering-en-GWSW";"";"";""
"#848";"Inhoudelijke issues release 5.2";"Stedelijk Spoor | ES - energievoorziening spoor | IS installaties spoor | SB spoorbouw";"";"";"dit nog uitwerken, kwaliteitscontrole na verwerking in de database"
"#849";"Inhoudelijke issues release 5.2";"GC Grondkerende constructies";"";"";""
"#851";"Inhoudelijke issues release 5.2";"FC Funderingsconstructies";"";"";"> Voorgestelde wijziging: DAMWAND_ANKER heeft de arcering: ACO-STAAL (ook al in 5.0). Dit lijkt een fout in de mapping, gezien deze bij DAMWAND_STAAL hoort. Voorstel om de arcering voor DAMWAND_ANKER te laten vervallen, waardoor deze bij DAMWAND_ANKER_GROUT ook verdwijnt.

Issue #853 aangemaakt."
"#852";"Inhoudelijke issues release 5.2";"BV bermbeveiligingsvoorziening";"";"";""
"#853";"Inhoudelijke issues release 5.2";"FC Funderingsconstructies";"";"";""
"#855";"Inhoudelijke issues release 5.2";"GK Grondkeringen";"";"";"Dan trek ik deze issue in, ik maak een nieuwe met het nieuwe voorstel"
"#856";"Inhoudelijke issues release 5.2";"GK Grondkeringen";"";"";""
"#858";"Inhoudelijke issues release 5.2";"GR-Groen-inclusief-bomen";"";"";"ontvangen van Michel als feedbacxk: : Ik heb de feedback ook in issues erbij gezet, maar nog even voor de zekerheid:
174, vervallen lijntypen van de haag controleren. hier zit een foutje in.
860, vervallen lijntypes even controleren. nu staat alles op Continuous.
861,  GRAS_BLOEMRIJK zie ik niet terug in het overzicht?

Issue 130 bevat diverse aanvullingen, een aantal zijn wel doorgevoerd, zoals de bomen en hagen, maar een aantal niet.
Graag even allen nieuwe objecten beschouwen en toevoegen.
BEPLANTING_KLIMPLANTEN
BEPLANTING_OEVERBEPLANTING
BEPLANTING_OEVERBEPLANTING_RIET
BOOM_IN BOSPLANTSOEN
BOOM_IN BEPLANTING
GRAS_BLOEMRIJK
GRONDVERBETERING_BEMESTEN

De issue voor de wymboolwijzigingen vermeld bij de verzamelissue.

In de arceringen staan diverse vervallen archeringen zoals bomgengrond, bomenzand. deze moeten naar de plantgatverbeteringen gemapt worden.

De arcering van GRAS_KUNST lijkt helemaal in deze release verdwijnen?
Dit is een toevalstreffer die ik toevallig zie. Komt in de detecties nergens naar voren, maar is wel in 5.0 aanwezig.
Wat is hier gebeurd?"
"#860";"Inhoudelijke issues release 5.2";"GR-Groen-inclusief-bomen";"";"";"> [@ElisabethDeVries](https://github.com/ElisabethDeVries) de vervallen lijntypes even controleren.

done"
"#861";"Inhoudelijke issues release 5.2";"GR-Groen-inclusief-bomen";"";"";"OEVERBEPLANTING_RIET nog niet toegevoegd, anders dubbel met RIET en mogelijk hindert dit ook de BGT mapping?"
"#863";"Inhoudelijke issues release 5.2";"GW-grondwerk";"";"";""
"#864";"Inhoudelijke issues release 5.2";"GW-grondwerk";"";"";""
"#865";"Inhoudelijke issues release 5.2";"HC - houtconstructies";"";"";""
"#866";"Inhoudelijke issues release 5.2";"IE-inrichtingselementen";"[[Release note]] De hoofdgroep Inrichtingselementen is in release 5.2 uitgebreid met meer varianten van hekwerken, terwijl de hagen eruit gehaald zijn. Van het meubilair in deze hoofdgroep zijn gewenste wijzigingen nog niet doorgevoerd, omdat herordening van laagnamen en het hernoemen van symbolen impact zou hebben op de BGT-mapping, die daarmee meerdere varianten zou krijgen per versie van de standaard. Dit is een te grote impact voor een kleine release. Dat betekent ook, dat fouten in de schaal en visualisatie van de symbolen in 5.2 nog niet zijn opgelost. In NLCS 6.0 zal deze hoofdgroep een grote wijziging ondergaan..";"";""
"#867";"Inhoudelijke issues release 5.2";"IE-inrichtingselementen";"";"";""
"#868";"Inhoudelijke issues release 5.2";"documentation";"[[Release note]] De documentatie wordt vanaf versie 5.2 niet meer in één grote pdf gepubliceerd, maar als websites, waarbij de functionele en technische beschrijving uit elkaar zijn getrokken en specialistische documentatie is toegevoegd voor softwareleveranciers. In de ReadME op de startpagina van de [GitHub van de NLCS Tekenstandaard](https://github.com/nl-digigo/NLCS) zijn alle documenten te vinden van de actuele versie.";"";""
"#870";"Inhoudelijke issues release 5.2";"IE-inrichtingselementen";"";"";"[IE-Inrichtingselementen.20240424.xls](https://github.com/user-attachments/files/29286555/IE-Inrichtingselementen.20240424.xls)

Geleverd door werkgoep in #190"
"#871";"Inhoudelijke issues release 5.2";"IE-inrichtingselementen";"";"";""
"#872";"Inhoudelijke issues release 5.2";"IE-inrichtingselementen";"";"";"En waarom hebben deze objecten, behalve de nieuwe, kleur 253 of is dat een foutje? 

<img width=""242"" height=""341"" alt=""Image"" src=""https://github.com/user-attachments/assets/cdb0e724-03ae-449c-aa36-e5bad88569d7"" />"
"#879";"Inhoudelijke issues release 5.2";"VH - verhardingen";"";"";""
"#881";"Inhoudelijke issues release 5.2";"VH - verhardingen";"[[Release note]] In hoofdgroep VH is het object GLASVERHARDING toegevoegd met betekenis: een glasplaat die in de bestrating gebruikt wordt, bijvoorbeeld om licht toe te laten tot een onderliggende ruimte of een archeologische plek zichtbaar te maken. De symbolen bestonden al in 5.0 en worden daarmee weer vindbaar voor gebruikers.";"";""
"#883";"Inhoudelijke issues release 5.2";"IW installaties weg";"";"";"@ElisabethDeVries 
De DRIP_KABEL staat al in hoofdgroep KL. Daar zou ik hem dan laten vervallen.
Dan blijft alles logisch bij elkaar (KL is m.i. bedoeld voor netbeheerders), dus prima om de DRIP daar dan weg te halen.

Echter, moet dan ook de TDI kabel van KL naar IW
en ook de VRI en VS.

Of op de ene plek, of op de andere. Bij voorkeur niet dubbel.

De nieuwe symbolen kan ik niet terugvinden Inhoudelijke controle volgt later verwacht ik?"
"#884";"Inhoudelijke issues release 5.2";"KC Kunststofconstructies";"";"";""
"#885";"Inhoudelijke issues release 5.2";"KL kabels en leidingen";"";"";"@ElisabethDeVries 

[NLCS-OBJECTEN-KL-5.0.xls](https://github.com/user-attachments/files/29962367/NLCS-OBJECTEN-KL-5.0.xls)

De eerder door mij aangeleverde wijzigingen lijken niet in deze hoofdgroep verwerkt te zijn.
Zie bijlage voor de samenvatting.
Bevat diverse te vervallen objecten en een aantal welke een eigen lijntype horen te krijgen.

Bij alle ‘OVERIG’ SUBOBJECTEN is nu een symboolfilter ‘SKL-MARKERING_PAAL’ aangegeven.
Naar de discussie of je OVERIG wel wilt hebben, zorgt dit zoekfilter ervoor dat er geen andere symbolen op gevonden kunnen worden.
Als SKL_MARKERING_PAAL nergens anders gevonden wordt, dan hiervoor een eigen subobject aanmaken, of het symbool helemaal laten vervallen.
Hey symbool wordt nu ook niet gevonden en (volgens mij) ook niet gemist.

Symbool SKL-DATA_APPENDAGE is op een vreemde plek neergezet. Deze zou een eigen subobject moeten hebben onder hulpstuk.
Symbool wordt nu ook niet gevonden.

Symbool SKL-DATA_GLASVEZEL_HULP_LASBOX staat op een vreemde plek. Of hernoemen naar SKL-DATA_GLASVEZEL_HULP_AANSLUITPUNT_LASBOX
Of voorzien van een nieuw subobject. Huidige invulling onjuist. Geeft problemen met eigen symbolen.

Symbool SKL-DATA_MOF staat vreemd aan *-**-KL-DATA_SIGNAALKABEL_HULPSTUK_OVERIG-G gekoppeld.
Symbool lijkt ook wel dubbel met SKL-DATA_HULP_MOF? Laten vervallen?

Idem bij *-**-KL-DATA_STUURKABEL_HULPSTUK_OVERIG-G en *-**-KL-DATA_TELECOM_HULPSTUK_OVERIG-G en *-**-KL-DATA_WAN_HULPSTUK_OVERIG-G

Symbool SKL-ET_AANSLUITPUNT op *-**-KL-ET_AARDING_HULPSTUK_OVERIG-G lijkt dubbbel met SKL-ET_HULP_AANSLUITPUNT op *-**-KL-ET_AARDING_HULPSTUK_AANSLUITPUNT-G.
De eerste laten vervallen?

Idem bij *-**-KL-ET_HS_HULPSTUK_OVERIG-G en *-**-KL-ET_HULPSTUK_OVERIG-G en *-**-KL-ET_LS_HULPSTUK_OVERIG-G en *-**-KL-ET_LS_SR_HULPSTUK_OVERIG-G en *-**-KL-ET_MS_HULPSTUK_OVERIG-G en *-**-KL-ET_ZHS_HULPSTUK_OVERIG-G

Symbool SKL-WTB_KOUDENET_PUT op *_**_KL_KOUDENET is ongewenst. Symbool hoort op een subobject.

SKL-TELKAST op *-**-KL-TELPUNT_TELKAST-G/S lijkt dubbel in de database te staan.

Symbool SKL-WTB_WARMTENET_PUT ook een eigen subobject geven. Niet op hoogste niveau plaatsen.

KOUDENET en WARMTENET hebben een andere opbouw dan de andere thema’s. HULP ontbreekt consequent.
Is niet fout, wel even bij stilstaan.

Veel van de nieuwe objecten hebben geen lijntype V-Continuous gekregen.

De opmerking:
[#583](https://github.com/nl-digigo/NLCS/issues/583) Vanuit de uitwerking van warmte- en koudenetten in de hoofdgroep KL (Kabels en Leidingen) bleek behoefte aan de uitbreiding van KL_TRACE met KL_TRACE_HARTLIJN. Deze is toegevoegd.
Lijkt niet verwerkt te zijn in het objectenoverzicht."
"#887";"Inhoudelijke issues release 5.2";"KG - Kadastrale informatie en grenzen";"";"";"@ElisabethDeVries 
- GRENS_RAMING mag ook komen te vervallen.
- De wijziging van GRENS_PERCEL is niet goed doorgevoerd. de Laagnaam preciew klopt niet met de objecten. Indien de OBJECTEN niet worden aangepast, dan ook niet de 'laagnaam' wijzigen en het nieuwe lijntype toepassen. lijntype en objecten moeten kloppen met elkaar.
- GRONDWERVING_OPSTALLEN dient aangepast te worden naar KADASTRAAL_OPSTALLEN. dit is een fout in de NLCS. Als deze hernoeming niet gewenst is, dan het object laten vervallen en de nieuwe toevoegen.
- Bestemmingsplan heeft voor vervallen en tijdelijk een CONTINUOUS lijntype gekregen en geen V-BESTEMMINGSPLAN en reguliere BESTEMMINGSPLAN lijntype. Ik zie dat er geen lintype voor V-bestemmingsplan is. Dus hierbij:

A,1.7,[VERWIJDEREN2,NLCS.SHX,s=0.5],1.7,-1,[BBG,nlcs.shx,s=1],-1"
"#888";"Inhoudelijke issues release 5.2";"KG - Kadastrale informatie en grenzen";"";"";""
"#890";"Inhoudelijke issues release 5.2";"KL kabels en leidingen";"";"";"[[Release notes]] In de hoofdgroep KL waren veel symbolen niet goed te plaatsen met zoekfilters. De meeste konden worden geplaatst op onderliggende lagen zoals SKL-WTB_HULP waarbij ook zoekfilters op onderliggende objecten AFSLUITER en AANSLUITPUNT gezet konden worden; soms zijn filters op het hoogste niveau geplaatst zoals SKL-WTB_WARMTENET_PUT op WARMTENET, sommige op laagnamen met term ""OVERIG"" die in NLCS 6.0 verwijderd zullen worden"
"#891";"Inhoudelijke issues release 5.2";"KL kabels en leidingen";"";"";""
"#892";"Inhoudelijke issues release 5.2";"KW kunstwerken";"";"";""
"#893";"Inhoudelijke issues release 5.2";"MC Mechanische constructies";"";"";""
"#894";"Inhoudelijke issues release 5.2";"MO milieu en onderzoek";"";"";"@ElisabethDeVries 
ARCHEOLOGIE_VONDST_WAARDEVOL OBJECT heeft een verkeerd lijntype bij ‘Tijdelijk’.

De overzicht van lijstijlen voor MO verwijst naar een tabel van MC."
"#895";"Inhoudelijke issues release 5.2";"MW metselwerk";"";"";"@ElisabethDeVries 

De ACO vermelding bij OVERIGMATERIAAL is denk ik een foutje welke kan komen te vervallen.

Veel vervallen lijntypes zijn Continuous en geen V-Continuous. Dit lijkt niet te kloppen met de uitgangspunten?"
"#896";"Inhoudelijke issues release 5.2";"OB Oeverbescherming";"";"";"@ElisabethDeVries lijntype voor object OB-WATERLIJN is onjuist.
Deze moet lijntype OB-WATERLIJN-SO bevatten.
Lijntype voor vervallen lijn geheel te ontbreken.
Nieuwe definitie:

*V-OB-WATERLIJN-SO,???
A,5,[VERWIJDEREN2,NLCS.SHX,x=1,s=0.6],5,[WATERLIJN,NLCS.SHX,s=2],-12"
"#897";"Inhoudelijke issues release 5.2";"OG-ondergrond";"";"";"AFMEERPLAATS, LIGPLAATS _GEVAARLIJKE LADING stonden blijkbaar in VV > ik ga dit voorstel eruit halen want in 5.2 zouden we niet teveel objecten gaan verslepen tussen hoofdgroepen"
"#898";"Inhoudelijke issues release 5.2";"OG-ondergrond";"";"";""
"#899";"Inhoudelijke issues release 5.2";"OV Openbare verlichting";"";"";"Akkoord,

Ziet er goed uit.
Die extra tabel voor symbolen is ook mooi.
Dit geeft goed inzicht over wat alleen op ‘hoog’ niveau geplaats kan worden en welke objecten eigen layers beschikbaar hebben in de filtering.
Ook zie je bij de ‘kasten’ nu mooi welke kasten wel en geen eigen symbolen hebben.

Dit zijn mooie overzichten voor een flinke kwaliteitsslag in versie 6.0!

Nu zie je in OV bij de symbolen bijvoorbeeld dat veel ARMATUREN wel een dieper subobject hebben en andere niet.
Voor nu zou ik hier geen correcties op doen, gezien alles gevonden kan worden. Maar consequent is het niet. 😉"
"#900";"Inhoudelijke issues release 5.2";"RI_riolering-en-GWSW";"";"";"@ElisabethDeVries 

Met de wetenschap dat RI in versie 6.0 grondig herzien gaat worden, moeten de voorgestelde kleine wijzigingen aansluiten bij de inrichting van 5.0/5.2
Hierbij is drainage niet als 'hoofdriool' beschikbaar maar alleen als kleine diameters.
Zodoende weer verwijderen:
DRAINAGE_RIOOLLEIDING-LINING
DRAINAGE_RIOOLLEIDING-VOLSCHUIMEN
DRAINAGE_RIOOLLEIDING-VOLZANDEN
DRAINAGE_TRANSPORTLEIDING-LINING
DRAINAGE_TRANSPORTLEIDING-VOLSCHUIMEN
DRAINAGE_TRANSPORTLEIDING-VOLZANDEN

OBJECT SWA staat weer in deze versie.
Deze is bij 5.0 al geheel komen te vervallen, waarom is deze weer terug?

Alle putdeksels kunnen bij het object DWA_RIOOLPUT_DEKSEL met zoekflter SRI-PUT_DEKSEL_DWA geplaatst worden.
Waarbij het stelseltype uiteraard variabel is."
"#901";"Inhoudelijke issues release 5.2";"SC staalconstructies";"";"";"> [@ElisabethDeVries](https://github.com/ElisabethDeVries) STAALVORM_PROFIEL mag ook ACO-STAAL krijgen. STAALVORM_RVS_PROFIEL mag ook ACO-RVS krijgen VERBINDING_BOUT ook ACO-STAAL

yes verwerkt"
"#902";"Inhoudelijke issues release 5.2";"VH - verhardingen";"";"";"Technische commissie 30-07-2026: Gezien de discussie over de naamgeving van verhardingen is het voorstel om de symbolen voor verhardingen niet te wijzigen, omdat ze anders voor de 6.0 weer allemaal hernoemd moeten worden."
"#908";"Inhoudelijke issues release 5.2";"KL kabels en leidingen";"";"";""
"#909";"Inhoudelijke issues release 5.2";"VH - verhardingen";"";"";""
"#910";"Inhoudelijke issues release 5.2";"VH - verhardingen";"";"";""
"#911";"Inhoudelijke issues release 5.2";"VH - verhardingen";"";"";""
"#912";"Inhoudelijke issues release 5.2";"VH - verhardingen";"";"";""
"#913";"Inhoudelijke issues release 5.2";"VH - verhardingen";"";"";""
"#914";"Inhoudelijke issues release 5.2";"VH - verhardingen";"";"";""
"#915";"Inhoudelijke issues release 5.2";"VV verkeersmaatregelen vaarweg";"";"";"@ElisabethDeVries 
SVV-MARKERING_BETONNING heeft zoekfilter BETONNING (Volgens InfraCAD)
In deze versie staat: SVV-MARKERING_BETONNEN als zoekfilter.
Is dit filter gewijzigd? Want het symbool SVV-BETONNING kan nu niet meer worden gevonden.
Wijziging aangegeven in overzicht.

Symbolen geeft aan:
De naam van het symbool SVV-BETONNING is aangepast naar SVV-MARKERING_BETONNING zodat deze gevonden wordt via het zoekfilter.
Echter in het symbolenoverzicht staat deze niet als nieuw of gewijzigd aangegeven.
vergeten?"
"#916";"Inhoudelijke issues release 5.2";"VV verkeersmaatregelen vaarweg";"";"";""
"#917";"Inhoudelijke issues release 5.2";"VV verkeersmaatregelen vaarweg";"";"";""
"#918";"Inhoudelijke issues release 5.2";"VW Verkeersmaatregelen Weg";"";"";""
"#921";"Inhoudelijke issues release 5.2";"Stedelijk Spoor | AM assen en metrering";"";"";""
"#922";"Inhoudelijke issues release 5.2";"AM assen en metrering";"[[Release note]] Omdat de symbolen voor SAM-AS_SPOOR zijn toegevoegd, is de zoekterm SAM_AS een bovenliggende zoekterm geworden. Het symbool met die naam het nu SAM-AS_GENERIEK";"";""
"#7";"Inhoudelijke issues release 6.0";"RI_riolering-en-GWSW | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT) | Release note";"[[Release note]] Spelfout in object RI-RWZI_DOCEERLEIDING  verbeterd naar RI-RWZI_DOSEERLEIDING.";"";""
"#24";"Inhoudelijke issues release 6.0";"RI_riolering-en-GWSW | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"de hoofdgroep rioleringen krijgt een grote herziening in 6.0"
"#33";"Inhoudelijke issues release 6.0";"VH - verhardingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"herziening laagnamen vh pas meenemen in 6.0"
"#48";"Inhoudelijke issues release 6.0";"VH - verhardingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"De vraag is voor mij niet of kasseien of cobblestone de betere benaming is. De vraag is of er voldoende noodzaak is om een bestaande NLCS-laagnaam te wijzigen. Die noodzaak is mij vooralsnog onvoldoende duidelijk, terwijl de wijziging wel impact heeft op bestaande implementaties."
"#52";"Inhoudelijke issues release 6.0";"VH - verhardingen | Controversieel | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"[[Release note]] De symbolen voor SBS, BSS ROOSTER en GEOTEXTIEL zijn herzien zodat de klein formaat symbolen in visualisatie overeen komen met de groot formaat symbolen.";"";""
"#56";"Inhoudelijke issues release 6.0";"VH - verhardingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"[[Release note]] In de hoofdgroep VH zijn alle symbolen voor tegels doorgelicht op problemen met schaal, ontbrekende varianten KL (klein oppervlak, aanpassing symbool voor leesbaarheid). Ook zijn materiaalmaten in cm aangepast naar materiaalmaten in mm, dit is de standaard methode in NLCS.";"";""
"#61";"Inhoudelijke issues release 6.0";"VH - verhardingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"[[Release note]] In de hoofdgroep VH (VerHardingen) is voor alle kantopsluitingen ook een doorsnede-symbool toegevoegd waar deze ontbrak.";"";""
"#65";"Inhoudelijke issues release 6.0";"VV verkeersmaatregelen vaarweg | Vastgesteld-in-EC";"[[Release note]] In de hoofdgroep VV zijn symbolen voor verkeerstekens voor de scheepvaart toegevoegd.";"";""
"#68";"Inhoudelijke issues release 6.0";"NLCS Basis | GK Grondkeringen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Wegens het verkleinen van de sacope van 5.1 naar 5.2, heropen ik deze issue weer"
"#71";"Inhoudelijke issues release 6.0";"documentation | GW-grondwerk | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"[[Release note]] De aanduiding ""WERK"" in de hoofgroep GW (GrondWerk) is aangepast naar GRONDWERK, zowel in de objectnamen als bij de arceringen. Het object GRONDWERKLIJN is aangepast naar GRONDWERK. Het object ""GROND"" is aangepast naar ""GRONDSOORTEN"" om verwarring te voorkomen met ""GROND_GROND"", waarmee gewone zwarte aarde wordt bedoeld (niet te verwarren met TEELAARDE).";"";""
"#80";"Inhoudelijke issues release 6.0";"KL kabels en leidingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"reopen voor 6.0"
"#90";"Inhoudelijke issues release 6.0";"VH - verhardingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Dit is een trottoirband 130/150x250 mm
Naam aanpassen naar 130 150x250
Algmeen voorstel is om deze symbolen te laten vervallen
Zie ook issue #61"
"#94";"Inhoudelijke issues release 6.0";"NLCS Basis | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Voor:
Volledig nutteloze hoofdgroep. in zijin geheel onderbrengen onder 'IE'.
een nieuwe issue aangemaakt voor een volgende versie.

voor:
OVERIG is overal logisch toegepast, OVERIGMATERIAAL komt in alle Constructies hoofdgroepen terug. voor alsnog denk ik prima tot alle constructie hoofdgroepen in zijn geheel worden herzien.
is reeds een andere issue aanwezig.

voor:
onder MEUBLIAIR staat nu WATERMEUBILAIR en WEGMEUBLIAIR. het OBJECT Meubilair zou m.i. kunnen vervallen en het verschil maken tussen WEGMEUBILAIR en WATERMEUBILAIR. Onderscheid tussen 2 is voldoende, 3 is overbodig en tevens niet consequent. Is het onderscheid uberhaupt nodig en is MEUBILAIR niet voldoende?
is ook een andere issue aanwezig.

overige zaken opgenomen in voorstel"
"#103";"Inhoudelijke issues release 6.0";"KG - Kadastrale informatie en grenzen | Vastgesteld-in-EC";"";"";"re-open voor 6.0"
"#105";"Inhoudelijke issues release 6.0";"VH - verhardingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Algemeen:
Er bestaat:
VH-KANTOPSLUITING_ELEMENT_INRIT_PERRONBAND
VH-KANTOPSLUITING_ELEMENT_INRITBAND
VH-KANTOPSLUITING_INRITBAND

Zeer inconsequent.
Opties:
- inritbanden onderbrengen onder de bijbehorende kantopsluitingen
- het OBJECT INRITBAND vullen.

Het OBJECT ELEMENT is zeer onlogisch en niet toepasbaar. alle varianten zijn altijd onderdeel van een hogere noemene.
Het OBJECT ELEMENT kan niet als OBJECT bestaan, maar zal altijd minimaal een SUBOBJECT moeten zijn.

Voorstel inritbanden (volgens huidige bibliotheek)
[inritbanden.xlsx](https://github.com/nl-digigo/NLCS/files/14979681/inritbanden.xlsx)

Hiervoor geldt wel weer...
willen we dit beheren? Of stoppen we bij het beschikbaarstellen van het OBJECT?"
"#128";"Inhoudelijke issues release 6.0";"RI_riolering-en-GWSW | VH - verhardingen | VW Verkeersmaatregelen Weg | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"dit wordt opgepakt in release 6.0"
"#130";"Inhoudelijke issues release 6.0";"GR-Groen-inclusief-bomen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"HEROPENEN, TE VERWERKEN IN 6.0"
"#143";"Inhoudelijke issues release 6.0";"documentation | Netbeheer | KL kabels en leidingen | OV Openbare verlichting";"";"";"Het lijkt erop dat zowel voor OV als voor stedelijk spoor nog eigen typen kabels worden toegevoegd... en het handig is vanuit een hoofdgroep van de ""eigen discipline"" te tekenen. Daarom wordt de hoofdgroep OV niet aangepast bij het publiceren van NLCS Netbeheer."
"#166";"Inhoudelijke issues release 6.0";"GW-grondwerk | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"[[Release note]] Hoofdgroep GW: De term TEELAARDE bestaat niet en wordt vervangen door de bij de RAW gebruikte term TEELGROND. De term ZANDBED wordt vervangen door ZAND omdat in deze hoofdgroep steeds het soort grond of zand wordt genoemd in de laagnaam.";"";""
"#170";"Inhoudelijke issues release 6.0";"VH - verhardingen | Arceringen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"in issue #166 staan de voorstellen voor wijzigingen van hoofdgroep GW.
Deze issue is voor verwerking van wijzigingen in VH"
"#172";"Inhoudelijke issues release 6.0";"GR-Groen-inclusief-bomen | OG-ondergrond | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"heropenen, deze is voor 6.0"
"#173";"Inhoudelijke issues release 6.0";"GR-Groen-inclusief-bomen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"heropenen, deze is voor 6.0"
"#176";"Inhoudelijke issues release 6.0";"documentation | Informatiemodel | Lijnen | eisen aan NLCS applicaties | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"> gezien het feit dat we geen wijzigingen doorvoeren aan de eisen aan de software gaan we in 5.2 ook geen documentatie wijzigen, door naar 6.0 met deze issue

Juist in 5.2 zou ik bekende onduidelijkheden in de standaard willen oplossen. Dat betekent niet dat softwareleveranciers direct hun implementatie moeten aanpassen, maar wel dat er vóór 6.0 duidelijkheid bestaat over wat de NLCS precies bedoelt. Anders bouwen we een nieuwe hoofdversie op een basis die nog steeds voor meerdere interpretaties vatbaar is."
"#183";"Inhoudelijke issues release 6.0";"AL - Algemeen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"@ElisabethDeVries de nieuwe symbolen hebben enkel een herziene naam en de 'ByLayer' eigenschap aangepast zodat de overrides eruit zijn. Deze issue is hierin nog niet verwerkt."
"#208";"Inhoudelijke issues release 6.0";"ZZ_voor alle hoofdgroepen | AL - Algemeen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"wegens issue #826 wordt dit voorstel meegenomen in NLCS 6.0 en niet in de 5.2 release."
"#268";"Inhoudelijke issues release 6.0";"RI_riolering-en-GWSW | VH - verhardingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"verplaatsing van objecten naar geheel andere hoofdgroepen worden wegens impact op gebruikers meegenomen in release 6.0"
