2   pp-paal02                               fc-**-paal_beton_prefab       **-bs-geo_18cont5             **-**-geo_35cont5             12   2    1    1              11   fc                            paal 1m / 1000mm                                  verschaalbaar                                     bv 0.5 voor paal 0.5/500                          Betonnen paal prefab 2
3   pp-paal03                               fc-**-paal_beton_prefab       **-bs-geo_18cont5             **-**-geo_35cont5             12   2    1    1              11   fc                            paal 1m / 1000mm                                  verschaalbaar                                     bv 0.5 voor paal 0.5/500                          Betonnen paal prefab 3
4   pp-paal04                               fc-**-paal_beton_prefab       **-bs-geo_18cont5             **-**-geo_35cont5             12   2    1    1              11   fc                            paal 1m / 1000mm                                  verschaalbaar                                     bv 0.5 voor paal 0.5/500                          Betonnen paal prefab 4
5   pp-paal05                               fc-**-paal_beton_prefab       **-bs-geo_18cont5             **-**-geo_35cont5             12   2    1    1              11   fc                            paal 1m / 1000mm                                  verschaalbaar                                     bv 0.5 voor paal 0.5/500                          Betonnen paal prefab 5
6   pp-paal06                               fc-**-paal_beton_prefab       **-bs-geo_18cont5             **-**-geo_35cont5             12   2    1    1              11   fc                            paal 1m / 1000mm                                  verschaalbaar                                     bv 0.5 voor paal 0.5/500                          Betonnen paal prefab 6
7   pp-paal07                               fc-**-paal_beton_prefab       **-bs-geo_18cont5             **-**-geo_35cont5             12   2    1    1              11   fc                            paal 1m / 1000mm                                  verschaalbaar                                     bv 0.5 voor paal 0.5/500                          Betonnen paal prefab 7
8   pp-paal01_vert                          fc-**-paal_beton_prefab       **-bs-geo_18cont5             **-**-geo_35cont5             12   2    1    1              11   fc                            paal 1m / 1000mm                                  verschaalbaar                                     bv 0.5 voor paal 0.5/500                          Betonnen paal prefab vertikaal 1
9   pp-paal02_vert                          fc-**-paal_beton_prefab       **-bs-geo_18cont5             **-**-geo_35cont5             12   2    1    1              11   fc                            paal 1m / 1000mm                                  verschaalbaar                                     bv 0.5 voor paal 0.5/500                          Betonnen paal prefab vertikaal 2
10  pp-paal03_vert                          fc-**-paal_beton_prefab       **-bs-geo_18cont5             **-**-geo_35cont5             12   2    1    1              11   fc                            paal 1m / 1000mm                                  verschaalbaar                                     bv 0.5 voor paal 0.5/500                          Betonnen paal prefab vertikaal 3
11  pp-paal04_vert                          fc-**-paal_beton_prefab       **-bs-geo_18cont5             **-**-geo_35cont5             12   2    1    1              11   fc                            paal 1m / 1000mm                                  verschaalbaar                                     bv 0.5 voor paal 0.5/500                          Betonnen paal prefab vertikaal 4
12  pp-paal05_vert                          fc-**-paal_beton_prefab       **-bs-geo_18cont5             **-**-geo_35cont5             12   2    1    1              11   fc                            paal 1m / 1000mm                                  verschaalbaar                                     bv 0.5 voor paal 0.5/500                          Betonnen paal prefab vertikaal 5
13  pp-paal06_vert                          fc-**-paal_beton_prefab       **-bs-geo_18cont5             **-**-geo_35cont5             12   2    1    1              11   fc                            paal 1m / 1000mm                                  verschaalbaar                                     bv 0.5 voor paal 0.5/500                          Betonnen paal prefab vertikaal 6
14  pp-paal07_vert                          fc-**-paal_beton_prefab       **-bs-geo_18cont5             **-**-geo_35cont5             12   2    1    1              11   fc                            paal 1m / 1000mm                                  verschaalbaar                                     bv 0.5 voor paal 0.5/500                          Betonnen paal prefab vertikaal 7
*SNP liggers                                                                                                                               6 
1   snp300-blk                              bv-**-contour_z               *                             *                             22   2    1    1              11   snp-liggers                   H = 0.30 m                                        B = 0.66 m                                        .                                                 SNP ligger 300
2   snp350-blk                              bv-**-contour_z               *                             *                             22   2    1    1              11   snp-liggers                   H = 0.35 m                                        B = 0.66 m                                        .                                                 SNP ligger 350
3   snp400-blk                              bv-**-contour_z               *                             *                             22   2    1    1              11   snp-liggers                   H = 0.40 m                                        B = 0.66 m                                        .                                                 SNP ligger 400
4   snp450-blk                              bv-**-contour_z               *                             *                             22   2    1    1              11   snp-liggers                   H = 0.45 m                                        B = 0.66 m                                        .                                                 SNP ligger 450
5   snp500-blk                              bv-**-contour_z               *                             *                             22   2    1    1              11   snp-liggers                   H = 0.50 m                                        B = 0.66 m                                        .                                                 SNP ligger 500
6   snp550-blk                              bv-**-contour_z               *                             *                             22   2    1    1              11   snp-liggers                   H = 0.55 m                                        B = 0.66 m                                        .                                                 SNP ligger 550
*TRA liggers                                                                                                                               13 
1   tra500-blk                              bv-**-contour_z               *                             *                             22   2    1    1              11   tra-liggers                   H = 0.50 m                                        B = 0.49 m                                        .                                                 TRA ligger 500
2   tra600-blk                              bv-**-contour_z               *                             *                             22   2    1    1              11   tra-liggers                   H = 0.60 m                                        B = 0.49 m                                        .                                                 TRA ligger 600
3   tra700-blk                              bv-**-contour_z               *                             *                             22   2    1    1              11   tra-liggers                   H = 0.70 m                                        B = 0.49 m                                        .                                                 TRA ligger 700
4   tra800-blk                              bv-**-contour_z               *                             *                             22   2    1    1              11   tra-liggers                   H = 0.80 m                                        B = 0.49 m                                        .                                                 TRA ligger 800
5   tra900-blk                              bv-**-contour_z               *                             *                             22   2    1    1              11   tra-liggers                   H = 0.90 m                                        B = 0.49 m                                        .                                                 TRA ligger 900
6   tra1000-blk                             bv-**-contour_z               *                             *                             22   2    1    1              11   tra-liggers                   H = 1.00 m                                        B = 0.49 m                                        .                                                 TRA ligger 1000
7   tra1100-blk                             bv-**-contour_z               *                             *                             22   2    1    1              11   tra-liggers                   H = 1.10 m                                        B = 0.49 m                                        .                                                 TRA ligger 1100
8   tra1200-blk                             bv-**-contour_z               *                             *                             22   2    1    1              11   tra-liggers                   H = 1.20 m                                        B = 0.49 m                                        .                                                 TRA ligger 1200
9   tra1300-blk                             bv-**-contour_z               *                             *                             22   2    1    1              11   tra-liggers                   H = 1.30 m                                        B = 0.49 m                                        .                                                 TRA ligger 1300
10  tra1400-blk                             bv-**-contour_z               *                             *                             22   2    1    1              11   tra-liggers                   H = 1.40 m                                        B = 0.49 m                                        .                                                 TRA ligger 1400
11  tra1500-blk                             bv-**-contour_z               *                             *                             22   2    1    1              11   tra-liggers                   H = 1.50 m                                        B = 0.49 m                                        .                                                 TRA ligger 1500
12  tra1600-blk                             bv-**-contour_z               *                             *                             22   2    1    1              11   tra-liggers                   H = 1.60 m                                        B = 0.49 m                                        .                                                 TRA ligger 1600
13  tra1700-blk                             bv-**-contour_z               *                             *                             22   2    1    1              11   tra-liggers                   H = 1.70 m                                        B = 0.49 m                                        .                                                 TRA ligger 1700

einde
